Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
L3S360	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.04798464491362764)	(35.0, 0.04798464491362764)	(36.0, 0.09596928982725528)	(37.0, 0.09596928982725528)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.02399232245681382)	(41.0, 0.09596928982725528)	(42.0, 0.07197696737044146)	(43.0, 0.02399232245681382)	(44.0, 0.23992322456813817)	(45.0, 0.4078694817658349)	(46.0, 0.8877159309021113)	(47.0, 1.5595009596928981)	(48.0, 2.2552783109404992)	(49.0, 2.5191938579654507)	(50.0, 3.45489443378119)	(51.0, 6.429942418426103)	(52.0, 12.092130518234164)	(53.0, 17.370441458733204)	(54.0, 14.611324376199617)	(55.0, 11.132437619961612)	(56.0, 9.500959692898272)	(57.0, 6.501919385796545)	(58.0, 4.438579654510557)	(59.0, 2.663147792706334)	(60.0, 1.6074856046065258)	(61.0, 0.6957773512476008)	(62.0, 0.45585412667946257)	(63.0, 0.263915547024952)	(64.0, 0.02399232245681382)	(65.0, 0.14395393474088292)	(66.0, 0.14395393474088292)	(67.0, 0.04798464491362764)	(68.0, 0.04798464491362764)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L3S378	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.046598322460391424)	(43.0, 0.48928238583411)	(44.0, 11.90587138863001)	(45.0, 19.12861136999068)	(46.0, 11.812674743709227)	(47.0, 7.036346691519105)	(48.0, 7.33923578751165)	(49.0, 5.661696178937558)	(50.0, 2.7958993476234855)	(51.0, 5.05591798695247)	(52.0, 4.426840633737186)	(53.0, 1.9804287045666356)	(54.0, 4.100652376514446)	(55.0, 5.172413793103448)	(56.0, 4.40354147250699)	(57.0, 3.8443616029822927)	(58.0, 2.3299161230195713)	(59.0, 1.2581547064305685)	(60.0, 0.7455731593662628)	(61.0, 0.32618825722274)	(62.0, 0.06989748369058714)	(63.0, 0.023299161230195712)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.023299161230195712)	(70.0, 0.023299161230195712)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L4S112	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.003074085459575776)	(30.0, 0.006148170919151552)	(31.0, 0.009222256378727329)	(32.0, 0.009222256378727329)	(33.0, 0.003074085459575776)	(34.0, 0.003074085459575776)	(35.0, 0.01537042729787888)	(36.0, 0.027666769136181987)	(37.0, 0.018444512757454658)	(38.0, 0.003074085459575776)	(39.0, 0.003074085459575776)	(40.0, 0.006148170919151552)	(41.0, 0.04918536735321242)	(42.0, 0.07070396557024286)	(43.0, 0.04611128189363664)	(44.0, 0.3074085459575776)	(45.0, 0.5195204426683061)	(46.0, 0.6793728865662465)	(47.0, 1.4509683369197663)	(48.0, 1.5770058407623733)	(49.0, 1.3280049185367353)	(50.0, 2.7236397171841378)	(51.0, 8.33384568090993)	(52.0, 11.912081155856132)	(53.0, 15.948355364279127)	(54.0, 18.08484475868429)	(55.0, 11.945896095911467)	(56.0, 7.1656932062711345)	(57.0, 6.381801414079312)	(58.0, 6.006762988011067)	(59.0, 3.286197356286505)	(60.0, 1.0236704580387335)	(61.0, 0.3688902551490931)	(62.0, 0.2182600676298801)	(63.0, 0.1567783584383646)	(64.0, 0.08607439286812173)	(65.0, 0.07992622194897019)	(66.0, 0.052259452812788196)	(67.0, 0.03074085459575776)	(68.0, 0.018444512757454658)	(69.0, 0.01537042729787888)	(70.0, 0.018444512757454658)	(71.0, 0.006148170919151552)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L4S137	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0026614148081119922)	(34.0, 0.0026614148081119922)	(35.0, 0.0)	(36.0, 0.0026614148081119922)	(37.0, 0.0026614148081119922)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0053228296162239844)	(42.0, 0.010645659232447969)	(43.0, 0.1357321552137116)	(44.0, 0.5189758875818384)	(45.0, 0.9740778197689892)	(46.0, 1.788470751051259)	(47.0, 1.753872358545803)	(48.0, 1.2508649598126365)	(49.0, 2.11050194283281)	(50.0, 3.5849257465268534)	(51.0, 10.677596210145312)	(52.0, 10.906477883642944)	(53.0, 6.594985894501517)	(54.0, 10.906477883642944)	(55.0, 14.408899771118328)	(56.0, 11.867248629371375)	(57.0, 8.846542822164261)	(58.0, 7.209772715175387)	(59.0, 3.465162080161814)	(60.0, 1.1337627082557087)	(61.0, 0.37525948794379094)	(62.0, 0.29807845850854314)	(63.0, 0.1729919625272795)	(64.0, 0.22355884388140737)	(65.0, 0.24751157715441527)	(66.0, 0.08516527385958375)	(67.0, 0.05056688135412785)	(68.0, 0.19162186618406346)	(69.0, 0.1729919625272795)	(70.0, 0.015968488848671955)	(71.0, 0.0026614148081119922)	(72.0, 0.0026614148081119922)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L4S63	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.005825129609133803)	(29.0, 0.02038795363196831)	(30.0, 0.02038795363196831)	(31.0, 0.011650259218267607)	(32.0, 0.03203821285023592)	(33.0, 0.026213083241102116)	(34.0, 0.014562824022834507)	(35.0, 0.026213083241102116)	(36.0, 0.04077590726393662)	(37.0, 0.03786334245936972)	(38.0, 0.011650259218267607)	(39.0, 0.01747538882740141)	(40.0, 0.04077590726393662)	(41.0, 0.1543659346420458)	(42.0, 0.13689054581464438)	(43.0, 0.05242616648220423)	(44.0, 0.23009261956078525)	(45.0, 0.43688472068503525)	(46.0, 1.031047940816683)	(47.0, 2.0184074095648628)	(48.0, 2.9183899341760355)	(49.0, 2.5950952408691093)	(50.0, 5.309605638725462)	(51.0, 8.819246228228577)	(52.0, 7.537717714219141)	(53.0, 13.971573367507428)	(54.0, 16.333663424011185)	(55.0, 9.148366051144638)	(56.0, 6.77753830022718)	(57.0, 7.502766936564338)	(58.0, 7.0513193918564685)	(59.0, 3.9232247917516165)	(60.0, 1.7621017067629756)	(61.0, 0.7427040251645599)	(62.0, 0.43105959107590147)	(63.0, 0.24465544358361976)	(64.0, 0.12815285140094368)	(65.0, 0.13689054581464438)	(66.0, 0.11650259218267606)	(67.0, 0.07281412011417254)	(68.0, 0.04660103687307043)	(69.0, 0.03203821285023592)	(70.0, 0.02038795363196831)	(71.0, 0.008737694413700705)	(72.0, 0.0029125648045669017)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L5S104	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.05780346820809249)	(43.0, 0.0722543352601156)	(44.0, 0.4190751445086705)	(45.0, 2.7890173410404624)	(46.0, 5.491329479768786)	(47.0, 3.670520231213873)	(48.0, 2.008670520231214)	(49.0, 2.167630057803468)	(50.0, 4.234104046242774)	(51.0, 7.442196531791907)	(52.0, 5.332369942196532)	(53.0, 8.540462427745666)	(54.0, 13.75722543352601)	(55.0, 10.433526011560694)	(56.0, 13.75722543352601)	(57.0, 11.531791907514451)	(58.0, 3.786127167630058)	(59.0, 3.106936416184971)	(60.0, 1.1271676300578035)	(61.0, 0.2167630057803468)	(62.0, 0.014450867052023123)	(63.0, 0.014450867052023123)	(64.0, 0.014450867052023123)	(65.0, 0.014450867052023123)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L5S155	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.02007226013649137)	(20.0, 0.02007226013649137)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.04014452027298274)	(43.0, 0.10036130068245684)	(44.0, 0.10036130068245684)	(45.0, 1.0236852669610599)	(46.0, 3.7936571657968687)	(47.0, 3.2517061421116016)	(48.0, 1.0839020473705339)	(49.0, 1.0437575270975512)	(50.0, 4.235246888799679)	(51.0, 7.426736250501806)	(52.0, 6.30268968285829)	(53.0, 13.006824568446406)	(54.0, 14.853472501003612)	(55.0, 8.63107185869129)	(56.0, 15.636290646326776)	(57.0, 13.307908470493778)	(58.0, 3.1714171015656363)	(59.0, 2.0473705339221198)	(60.0, 0.7226013649136892)	(61.0, 0.12043356081894822)	(62.0, 0.04014452027298274)	(63.0, 0.02007226013649137)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L5S174	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.07163323782234957)	(43.0, 0.10744985673352436)	(44.0, 0.2328080229226361)	(45.0, 2.4355300859598854)	(46.0, 15.562320916905446)	(47.0, 15.347421203438397)	(48.0, 3.169770773638968)	(49.0, 2.3997134670487106)	(50.0, 3.9935530085959887)	(51.0, 5.444126074498568)	(52.0, 4.154727793696275)	(53.0, 3.7607449856733526)	(54.0, 5.050143266475645)	(55.0, 9.921203438395414)	(56.0, 13.001432664756447)	(57.0, 7.4498567335243555)	(58.0, 3.151862464183381)	(59.0, 2.9548710601719197)	(60.0, 1.6117478510028653)	(61.0, 0.17908309455587393)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L5S203	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.03292723081988805)	(44.0, 0.29634507737899246)	(45.0, 3.3421139282186365)	(46.0, 6.091537701679289)	(47.0, 3.621995390187685)	(48.0, 1.9097793875535067)	(49.0, 2.667105696410932)	(50.0, 5.3836022390516955)	(51.0, 8.659861705630556)	(52.0, 6.99703654922621)	(53.0, 10.437932169904512)	(54.0, 12.742838327296674)	(55.0, 9.0879157062891)	(56.0, 11.787948633519921)	(57.0, 9.022061244649326)	(58.0, 3.457359236088245)	(59.0, 2.9469871583799803)	(60.0, 1.333552848205466)	(61.0, 0.18109976950938428)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L5S222	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.029498525073746312)	(13.0, 0.029498525073746312)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.014749262536873156)	(40.0, 0.014749262536873156)	(41.0, 0.0)	(42.0, 0.17699115044247787)	(43.0, 0.28023598820059)	(44.0, 0.41297935103244837)	(45.0, 7.389380530973451)	(46.0, 14.424778761061946)	(47.0, 8.333333333333332)	(48.0, 3.303834808259587)	(49.0, 3.185840707964602)	(50.0, 3.687315634218289)	(51.0, 5.752212389380531)	(52.0, 3.7463126843657815)	(53.0, 8.377581120943953)	(54.0, 10.501474926253687)	(55.0, 7.109144542772862)	(56.0, 11.091445427728614)	(57.0, 7.772861356932154)	(58.0, 1.8731563421828907)	(59.0, 1.592920353982301)	(60.0, 0.7227138643067846)	(61.0, 0.14749262536873156)	(62.0, 0.0)	(63.0, 0.014749262536873156)	(64.0, 0.014749262536873156)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L5S240	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.01876172607879925)	(33.0, 0.01876172607879925)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.075046904315197)	(43.0, 0.13133208255159476)	(44.0, 0.20637898686679174)	(45.0, 3.1707317073170733)	(46.0, 4.6529080675422145)	(47.0, 2.3639774859287055)	(48.0, 5.328330206378987)	(49.0, 5.4596622889305815)	(50.0, 2.3639774859287055)	(51.0, 3.9587242026266414)	(52.0, 3.883677298311445)	(53.0, 4.090056285178236)	(54.0, 13.658536585365855)	(55.0, 15.347091932457785)	(56.0, 15.647279549718574)	(57.0, 12.94559099437148)	(58.0, 3.189493433395872)	(59.0, 2.345215759849906)	(60.0, 0.9380863039399625)	(61.0, 0.150093808630394)	(62.0, 0.0375234521575985)	(63.0, 0.01876172607879925)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
