Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
L2S204	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.013704262025489926)	(31.0, 0.027408524050979852)	(32.0, 0.02055639303823489)	(33.0, 0.013704262025489926)	(34.0, 0.07537344114019459)	(35.0, 0.16445114430587912)	(36.0, 0.10278196519117445)	(37.0, 0.03426065506372482)	(38.0, 0.027408524050979852)	(39.0, 0.0)	(40.0, 0.03426065506372482)	(41.0, 0.30149376456077837)	(42.0, 0.3357544196245032)	(43.0, 0.10278196519117445)	(44.0, 0.2055639303823489)	(45.0, 0.5344662189941072)	(46.0, 0.8770727696313553)	(47.0, 1.2059750582431135)	(48.0, 1.6513635740715362)	(49.0, 1.507468822803892)	(50.0, 2.1515691380019186)	(51.0, 6.3587775798273265)	(52.0, 20.021926819240786)	(53.0, 26.003837193367136)	(54.0, 14.766342332465396)	(55.0, 6.687679868439085)	(56.0, 5.118541866520488)	(57.0, 4.351103193093052)	(58.0, 3.1519802658626834)	(59.0, 2.069343565848979)	(60.0, 1.110045224064684)	(61.0, 0.4248321227901877)	(62.0, 0.18500753734411401)	(63.0, 0.10963409620391941)	(64.0, 0.08222557215293956)	(65.0, 0.04111278607646978)	(66.0, 0.027408524050979852)	(67.0, 0.03426065506372482)	(68.0, 0.03426065506372482)	(69.0, 0.02055639303823489)	(70.0, 0.006852131012744963)	(71.0, 0.006852131012744963)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L2S222	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.005962318149296446)	(28.0, 0.005962318149296446)	(29.0, 0.011924636298592892)	(30.0, 0.011924636298592892)	(31.0, 0.01788695444788934)	(32.0, 0.01788695444788934)	(33.0, 0.0)	(34.0, 0.06558549964226092)	(35.0, 0.1013594085380396)	(36.0, 0.0894347722394467)	(37.0, 0.06558549964226092)	(38.0, 0.01788695444788934)	(39.0, 0.01788695444788934)	(40.0, 0.02981159074648223)	(41.0, 0.24445504412115432)	(42.0, 0.3040782256141188)	(43.0, 0.09539709038874314)	(44.0, 0.2027188170760792)	(45.0, 0.5306463152873838)	(46.0, 1.1447650846649178)	(47.0, 1.764846172191748)	(48.0, 2.5041736227045077)	(49.0, 2.8380634390651087)	(50.0, 3.863582160744097)	(51.0, 6.791080372048652)	(52.0, 10.225375626043405)	(53.0, 12.968041974719771)	(54.0, 12.663963749105653)	(55.0, 12.01407107083234)	(56.0, 11.447650846649177)	(57.0, 8.269735273074172)	(58.0, 5.097782017648462)	(59.0, 3.1063677557834484)	(60.0, 1.7171476269973767)	(61.0, 0.8168375864536133)	(62.0, 0.3756260434056761)	(63.0, 0.1967564989267827)	(64.0, 0.11924636298592892)	(65.0, 0.08347245409015025)	(66.0, 0.05366086334366802)	(67.0, 0.02981159074648223)	(68.0, 0.03577390889577868)	(69.0, 0.02981159074648223)	(70.0, 0.005962318149296446)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L2S240	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.05422993492407809)	(43.0, 0.07508760220256966)	(44.0, 0.1918905389621225)	(45.0, 3.195394627064909)	(46.0, 4.513599199065577)	(47.0, 2.056565993659269)	(48.0, 5.068413148673452)	(49.0, 5.623227098281328)	(50.0, 2.940931086267312)	(51.0, 3.9838144501918906)	(52.0, 3.595861838811947)	(53.0, 3.9796429167361924)	(54.0, 13.949607875855163)	(55.0, 16.565159352578007)	(56.0, 14.462706490906058)	(57.0, 11.488403136993158)	(58.0, 3.879526113799433)	(59.0, 2.719839813115301)	(60.0, 1.297346904722176)	(61.0, 0.30452194226597695)	(62.0, 0.04171533455698315)	(63.0, 0.004171533455698315)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.004171533455698315)	(67.0, 0.004171533455698315)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L2S309	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.01303780964797914)	(9.0, 0.01303780964797914)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.01303780964797914)	(27.0, 0.01303780964797914)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.01303780964797914)	(35.0, 0.01303780964797914)	(36.0, 0.01303780964797914)	(37.0, 0.01303780964797914)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.03911342894393742)	(41.0, 0.1303780964797914)	(42.0, 0.11734028683181225)	(43.0, 0.11734028683181225)	(44.0, 0.37809647979139505)	(45.0, 0.6910039113428944)	(46.0, 1.0821382007822686)	(47.0, 1.5384615384615385)	(48.0, 1.7601043024771839)	(49.0, 1.8513689700130378)	(50.0, 4.198174706649283)	(51.0, 9.10039113428944)	(52.0, 9.582790091264668)	(53.0, 17.340286831812254)	(54.0, 19.752281616688396)	(55.0, 9.504563233376793)	(56.0, 5.971316818774445)	(57.0, 5.423728813559322)	(58.0, 4.99348109517601)	(59.0, 3.3246414602346808)	(60.0, 1.6818774445893092)	(61.0, 0.6779661016949152)	(62.0, 0.24771838331160367)	(63.0, 0.1694915254237288)	(64.0, 0.07822685788787484)	(65.0, 0.02607561929595828)	(66.0, 0.02607561929595828)	(67.0, 0.03911342894393742)	(68.0, 0.02607561929595828)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.01303780964797914)	(72.0, 0.01303780964797914)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L2S357	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.007996161842315688)	(14.0, 0.007996161842315688)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.015992323684631375)	(32.0, 0.015992323684631375)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.015992323684631375)	(36.0, 0.015992323684631375)	(37.0, 0.015992323684631375)	(38.0, 0.015992323684631375)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.03998080921157844)	(42.0, 0.08795778026547257)	(43.0, 0.08795778026547257)	(44.0, 0.2079002079002079)	(45.0, 0.44778506316967853)	(46.0, 0.7676315368623061)	(47.0, 1.3833359987206142)	(48.0, 1.4712937789860867)	(49.0, 1.2793858947705101)	(50.0, 2.3988485526947065)	(51.0, 7.772269310730849)	(52.0, 12.01823124900048)	(53.0, 17.111786342555575)	(54.0, 19.318727011034703)	(55.0, 12.458020150327842)	(56.0, 6.756756756756757)	(57.0, 5.69326723172877)	(58.0, 5.621301775147929)	(59.0, 3.230449384295538)	(60.0, 1.0954741723972494)	(61.0, 0.30385415000799615)	(62.0, 0.08795778026547257)	(63.0, 0.0639692947385255)	(64.0, 0.055973132896209817)	(65.0, 0.04797697105389413)	(66.0, 0.03198464736926275)	(67.0, 0.007996161842315688)	(68.0, 0.023988485526947066)	(69.0, 0.015992323684631375)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L2S382	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.005376344086021506)	(39.0, 0.005376344086021506)	(40.0, 0.005376344086021506)	(41.0, 0.005376344086021506)	(42.0, 0.03763440860215054)	(43.0, 0.33333333333333337)	(44.0, 1.2043010752688172)	(45.0, 2.381720430107527)	(46.0, 4.46236559139785)	(47.0, 4.053763440860215)	(48.0, 2.0698924731182795)	(49.0, 2.693548387096774)	(50.0, 4.0)	(51.0, 7.607526881720431)	(52.0, 9.795698924731184)	(53.0, 9.059139784946236)	(54.0, 9.774193548387098)	(55.0, 10.080645161290322)	(56.0, 8.725806451612904)	(57.0, 7.263440860215054)	(58.0, 6.854838709677419)	(59.0, 4.553763440860215)	(60.0, 1.4623655913978495)	(61.0, 0.6720430107526881)	(62.0, 0.6720430107526881)	(63.0, 0.4731182795698925)	(64.0, 0.3172043010752688)	(65.0, 0.27956989247311825)	(66.0, 0.0913978494623656)	(67.0, 0.11290322580645162)	(68.0, 0.456989247311828)	(69.0, 0.41397849462365593)	(70.0, 0.05913978494623656)	(71.0, 0.010752688172043012)	(72.0, 0.005376344086021506)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L3S242	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.024330900243309004)	(43.0, 0.43795620437956206)	(44.0, 10.754257907542579)	(45.0, 18.905109489051096)	(46.0, 10.389294403892944)	(47.0, 2.4817518248175183)	(48.0, 1.9708029197080292)	(49.0, 1.5815085158150852)	(50.0, 0.43795620437956206)	(51.0, 0.7299270072992701)	(52.0, 1.5815085158150852)	(53.0, 2.3844282238442824)	(54.0, 5.425790754257907)	(55.0, 6.0583941605839415)	(56.0, 2.67639902676399)	(57.0, 2.5304136253041363)	(58.0, 13.065693430656935)	(59.0, 14.111922141119221)	(60.0, 3.5036496350364965)	(61.0, 0.7299270072992701)	(62.0, 0.145985401459854)	(63.0, 0.04866180048661801)	(64.0, 0.024330900243309004)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L3S294	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.02157962883038412)	(30.0, 0.02157962883038412)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.02157962883038412)	(35.0, 0.02157962883038412)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.02157962883038412)	(41.0, 0.10789814415192059)	(42.0, 0.1294777729823047)	(43.0, 0.08631851532153648)	(44.0, 0.10789814415192059)	(45.0, 0.3452740612861459)	(46.0, 0.9926629261976695)	(47.0, 2.1148036253776437)	(48.0, 2.2658610271903323)	(49.0, 2.416918429003021)	(50.0, 8.200258955545966)	(51.0, 10.509279240397065)	(52.0, 10.315062580923607)	(53.0, 11.178247734138973)	(54.0, 9.02028485110056)	(55.0, 12.775140267587398)	(56.0, 13.530427276650842)	(57.0, 7.423392317652136)	(58.0, 4.380664652567976)	(59.0, 2.546396201985326)	(60.0, 0.8416055243849805)	(61.0, 0.38843331894691413)	(62.0, 0.10789814415192059)	(63.0, 0.02157962883038412)	(64.0, 0.02157962883038412)	(65.0, 0.02157962883038412)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.02157962883038412)	(69.0, 0.02157962883038412)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L3S313	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.025075225677031094)	(42.0, 0.05015045135406219)	(43.0, 0.07522567703109327)	(44.0, 0.3009027081243731)	(45.0, 0.4513540621865597)	(46.0, 0.9779338014042127)	(47.0, 2.156469408224674)	(48.0, 2.331995987963892)	(49.0, 1.629889669007021)	(50.0, 3.9368104312938814)	(51.0, 8.299899699097292)	(52.0, 9.152457372116348)	(53.0, 10.682046138415245)	(54.0, 12.086258776328988)	(55.0, 13.841524573721165)	(56.0, 12.788365095285858)	(57.0, 7.823470411233702)	(58.0, 6.770310932798395)	(59.0, 4.513540621865597)	(60.0, 1.328986960882648)	(61.0, 0.37612838515546637)	(62.0, 0.17552657973921765)	(63.0, 0.05015045135406219)	(64.0, 0.05015045135406219)	(65.0, 0.05015045135406219)	(66.0, 0.05015045135406219)	(67.0, 0.025075225677031094)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
L3S341	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.026983270372369132)	(31.0, 0.026983270372369132)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.026983270372369132)	(39.0, 0.026983270372369132)	(40.0, 0.0)	(41.0, 0.026983270372369132)	(42.0, 0.026983270372369132)	(43.0, 0.026983270372369132)	(44.0, 0.37776578521316784)	(45.0, 0.7555315704263357)	(46.0, 0.9983810037776578)	(47.0, 1.1063140852671345)	(48.0, 1.6999460334592553)	(49.0, 3.858607663248786)	(50.0, 3.696708041014571)	(51.0, 6.206152185644901)	(52.0, 16.83756071235834)	(53.0, 19.670804101457094)	(54.0, 12.924986508364814)	(55.0, 7.717215326497572)	(56.0, 6.691851052347545)	(57.0, 6.799784133837021)	(58.0, 4.695089044792229)	(59.0, 3.0221262817053427)	(60.0, 1.6999460334592553)	(61.0, 0.5396654074473827)	(62.0, 0.16189962223421478)	(63.0, 0.10793308148947653)	(64.0, 0.053966540744738264)	(65.0, 0.026983270372369132)	(66.0, 0.026983270372369132)	(67.0, 0.026983270372369132)	(68.0, 0.053966540744738264)	(69.0, 0.053966540744738264)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
